arrival_dt,arrival_tm,avg_doc_amt,avg_fare_amt,carr_brkout,class_of_svc_brkout,depart_dt,depart_tm,dest_arpt_cd,dest_id_nbr,dt_of_issue,length_of_stay_days,newline,orig_arpt_cd,outbound_ind,point_of_org_arpt_cd,prmry_cabin_class_cd,prmry_carr_cd,route_brkout,tkt_id,
2012-01-03,21:56:00, 138.0044, 96.0442,AM,W,2012-01-03,19:20:00,MIA,2,2011-09-13,0,
,CUN,N,MIA,Y ,AM ,CUN/MIA,1126200532700310839,
2011-10-23,00:10:00, 626.1189, 567.4835,SV,B,2011-10-22,17:10:00,JED,1,2011-10-13,29,
,MNL,N,MNL,DY,SV ,MNL/JED,1128800620400114226,
2011-12-26,21:50:00, 235.9229, 137.3406,9W,H,2011-12-26,19:15:00,DMM,2,2011-10-25,0,
,TRV,N,DMM,AO,9W ,TRV/DMM,1130000660400447063,
2011-11-16,09:00:00, 286.9728, 218.5690,AC,T,2011-11-16,07:05:00,YYT,1,2011-10-21,1,
,YHZ,N,YHZ,DY,AC ,YHZ/YYT,1129800656400025876,
2011-11-06,18:30:00, 231.2113, 179.9557,EK,B,2011-11-06,12:15:00,DAC,2,2011-10-29,0,
,DXB,N,DAC,DY,EK ,DXB/DAC,1130500678400198296,
2011-10-26,01:15:00, 253.8846, 201.1989,BG/BG,V/V,2011-10-25,14:10:00,KUL,1,2011-10-23,0,
,KTM,Y,KTM,DY,BG ,KTM/DAC/KUL,1129800656400928138,
2011-10-31,14:30:00, 132.8235, 114.3987,MF,Y,2011-10-31,13:15:00,XMN,1,2011-10-31,0,
,HGH,Y,HGH,Y ,MF ,HGH/XMN,1130600680400650829,
2011-11-20,12:45:00, 260.4434, 218.3302,QF,V,2011-11-20,10:50:00,TSV,2,2011-10-19,0,
,BNE,N,TSV,DY,QF ,BNE/TSV,1129400640400151594,
2011-11-02,20:17:00, 963.2049, 920.1439,QR/QR/UA,W/W/T,2011-11-02,04:15:00,LAS,1,2011-10-29,9,
,BAH,N,BAH,Y ,QR ,BAH/DOH/IAD/LAS,1209703168800479689,
2011-10-06,14:50:00, 147.1898, 141.1229,PG,Y,2011-10-06,13:45:00,USM,1,2011-10-03,0,
,BKK,Y,BKK,Y ,PG ,BKK/USM,1127700584400808739,
2011-10-30,07:21:00, 184.7473, 126.8886,AS,G,2011-10-30,06:00:00,LAX,1,2011-10-18,0,
,GDL,Y,GDL,AO,AS ,GDL/LAX,1129400640400046759,
2011-10-20,21:05:00, 309.3663, 280.4432,CZ,Y,2011-10-20,17:10:00,CAN,1,2011-10-20,0,
,SHE,Y,SHE,Y ,CZ ,SHE/CAN,1129500644400685990,
2011-11-09,11:55:00, 152.4423, 93.1321,7I,M,2011-11-09,08:45:00,PAP,2,2011-10-22,0,
,CUR,N,PAP,DY,7I ,CUR/PAP,1129700652400139841,
2011-10-08,15:45:00, 167.3615, 111.5658,AZ,Q,2011-10-08,14:10:00,PRG,2,2011-10-04,0,
,MXP,N,PRG,DY,AZ ,MXP/PRG,1231512113300108539,
2011-10-11,14:55:00, 106.4377, 106.2572,SV,Y,2011-10-11,13:00:00,JED,1,2011-10-06,1,
,DMM,N,DMM,Y ,SV ,DMM/JED,1128000594400105569,
2011-12-22,16:40:00, 399.9543, 263.2152,LH/LH,T/T,2011-12-22,12:05:00,HAJ,1,2011-10-11,31,
,BIO,N,BIO,DY,LH ,BIO/MUC/HAJ,1234012782501453896,
